,Unnamed: 0,User_id,Type,Content_id,Url,Reply_to_content_id,Thread_id,Subforum,Title,Content,Timestamp,Search_Term,Matching_Word,Has_Other_Sentiment,Target_Sentence,Sentiment
175,764,631326,Post,['145093107'],https://forums.hardwarezone.com.sg/threads/what-is-meritocracy.6843261/,,6843261,Forums,What is meritocracy?,"is this an example of meritocracy? a foreigner who wants to escape the common prosperity push in his country, shift his wealth out his wealth has nothing to do with singapore at the first place his wealth is here to acquire multiple properties, often freehold his kids go into international schools here he can buy multiple cars and bid up coe prices and reduces quota for locals to drive is this meritocracy?? i'm confused.",2022/12/3 9:14,meritocracy,TRUE,FALSE,"is this an example of $T$? a foreigner who wants to escape the common prosperity push in his country, shift his wealth out his wealth has nothing to do with singapore at the first place his wealth is here to acquire multiple properties, often freehold his kids go into international schools here he can buy multiple cars and bid up coe prices and reduces quota for locals to drive is this meritocracy?? i'm confused",-1
156,702,204542,Post,['135605529'],https://forums.hardwarezone.com.sg/threads/singaporeans-shouldnt-rely-too-much-on-government-to-solve-problems-mas-chief.6566600,,6566600,Forums,Singaporeans shouldn’t rely too much on Government to solve problems: MAS chief,"for society to mature, singaporeans shouldn t rely too much on government to solve problems: mas chief  an overreliance on a government breeds a society that won t survive a bad government, mas chief ravi menon said people across various segments of society must step up to solve problems or improve systems some groups are already doing that but that means more diverse views and public debate people must get used to this, because it is a sign of a maturing society to be an inspiring nation is one underpinned by values and mr menon proposed five for singapore singapore   having a good government is singapore's greatest strength but also its greatest vulnerability, because it is a single point of failure, the country s central bank chief said. mr ravi menon, managing director of the monetary authority of singapore (mas), was speaking at a lecture on wednesday (july 28).  we depend too much on the government to solve our problems.  for a small young country, good government is critical. we don t have the ballast that many larger countries with long histories and deep traditions have to survive bad government,  he added. to face challenges ahead, singapore must forge various sources of strength across different segments of society, he said. that includes its citizenry, business and philanthropic communities, civil society, academia and the media. rising property prices a key driver in wealth inequality, ills of  hereditary meritocracy  exist: ravi menon mr menon was giving the last of a four-part lecture series organised by the institute of policy studies (ips), a think tank under the lee kuan yew school of public policy. the first, where he talked about  hereditary meritocracy  in society, was held early this month. his views were expressed in his capacity as ips  ninth sr nathan fellow. the fellowship was launched in late 2012 to advance research on public policy and governance issues.  a thousand points of light  dr yaacob ibrahim, former minister for communications and information who was an audience member, asked mr menon what changes he would first like to see in singapore. his reply was that too often in singapore, initiatives are led by the government when it is the organisations or the people involved that would understand how best to improve systems or solve a problem. two-thirds of singaporeans wary of trusting other people: ips report  there are some initiatives where it s the private and the public sector together. the government does 70 per cent of the work, has pretty much decided what it wants, but wants some embellishments and enhancements and the reality check,  mr menon added.  i think that model is shifting.  he cited the example of singapore's private banking industry group, which includes more than a dozen major banks, in coming up with standards to lower the risk of money laundering.",2021/7/29 12:09,meritocracy,TRUE,FALSE," rising property prices a key driver in wealth inequality, ills of  hereditary $T$  exist: ravi menon mr menon was giving the last of a four-part lecture series organised by the institute of policy studies (ips), a think tank under the lee kuan yew school of public policy",0
25,204,789953,Post,['146280696'],https://forums.hardwarezone.com.sg/threads/what-is-considered-middle-class-in-sg.6872918,,6872918,Forums,What is considered middle class in SG?,sgd 4-5k salary considered middle class?,2023/2/15 8:13,middle class,TRUE,FALSE,sgd 4-5k salary considered $T$?,0
149,692,705995,Post,['143838225'],https://forums.hardwarezone.com.sg/threads/what-is-middle-class-upper-middle-class-income.6809953/,,6809953,Forums,"What is middle class, upper middle class income","was hearing the debate on increasing tax for the high income earner. what is actually upper middle class income? i tried to google it but nothing to be found what is high income? what is middle class income? if i based on the revised personal income tax rate 1m is top bracket, and 500k come 2nd so meaning to said 500k and above is top income earner 320k is upper middle class income? anything below that middle class income ? all these are individual income bracket",2022/9/16 10:37,middle class,TRUE,FALSE," what is actually upper $T$ income? i tried to google it but nothing to be found what is high income? what is middle class income? if i based on the revised personal income tax rate 1m is top bracket, and 500k come 2nd so meaning to said 500k and above is top income earner 320k is upper middle class income? anything below that middle class income ? all these are individual income bracket",0
62,454,199558,Post,['146577880'],https://forums.hardwarezone.com.sg/threads/can-anyone-tell-me-why-is-sg-getting-worse-as-years-passed.6879805,,6879805,Forums,Can anyone tell me why is SG getting worse as years passed ?,"1) more citizen of various groups (seniors, poor, middle income, family, vulnerable etc) needs subsidies for cost of living (gst voucher, utilities rebates, etc), housing (hdb grants etc), medical, babies/childcare ? 2) tfr keep failing ? indicator of ""sick"" nation or country with one of the lowest ? 3) higher and higher taxation needed, whether targeted group taxation (coe, cigarette tax, alcohol tax etc) or mass taxation (gst, cpf, utilities, transportation etc) 4) lapses in organs of state etc ? 5) more businesses needs national fiscal support (grants, financial support schemes etc), foreign labour support ? ""raiding"" national reserves, using national $$ for private businesses needs ? will majority businesses turn out only survive with national fiscal support, foreign labour instead of innovation, smart productivity, creative marketing/branding, good investment/strategies, collective purchasing/supply chain etc ? 6) quality of life and general happiness diving ? 7) focus of wealth creation during lky/gct era becomes ""robin hood"" taxation, subsidies, grants etc ? are we moving in right direction for ""future"" which is present now since decades ago ?",2023/3/6 23:02,middle income,TRUE,FALSE,"1) more citizen of various groups (seniors, poor, $T$, family, vulnerable etc) needs subsidies for cost of living (gst voucher, utilities rebates, etc), housing (hdb grants etc), medical, babies/childcare ? 2) tfr keep failing ? indicator of ""sick"" nation or country with one of the lowest ? 3) higher and higher taxation needed, whether targeted group taxation (coe, cigarette tax, alcohol tax etc) or mass taxation (gst, cpf, utilities, transportation etc) 4) lapses in organs of state etc ? 5) more businesses needs national fiscal support (grants, financial support schemes etc), foreign labour support ? ""raiding"" national reserves, using national $$ for private businesses needs ? will majority businesses turn out only survive with national fiscal support, foreign labour instead of innovation, smart productivity, creative marketing/branding, good investment/strategies, collective purchasing/supply chain etc ? 6) quality of life and general happiness diving ? 7) focus of wealth creation during lky/gct era becomes ""robin hood"" taxation, subsidies, grants etc ? are we moving in right direction for ""future"" which is present now since decades ago ?",-1
46,339,784665,Post,['139731954'],https://forums.hardwarezone.com.sg/threads/how-to-define-middle-income-group.6694447/,,,Forums,,to higher middle income group average middle income group lower middle income group,2022/2/10 12:06,middle income group,TRUE,FALSE,to higher $T$ average middle income group lower middle income group,0
215,1120,103529,Post,['146908322'],https://forums.hardwarezone.com.sg/threads/old-degree-holders-need-educating-on-harsh-realities-of-degree-holder-work.6887964/,,6887964,Forums,Old degree holders need educating on harsh realities of degree holder work,"- academics have called for better education about the harsh realities of degree work among older workers - they note that the once-young are often initially drawn to the perceived salaries these jobs offer, as well as the appeal of even higher salaries in the future - in reality, old degree workers often find themselves with stagnated salaries same or lower than fresh grads and risk of retrenchment 10-20 years later, faced with leading a  hand-to-mouth job  and a lifestyle that offers little room for career and income growth in the long term - the findings were presented at a symposium on ""in-work poverty"" at the national university of edmw",2023/3/30 11:21,poverty,TRUE,FALSE,"- academics have called for better education about the harsh realities of degree work among older workers - they note that the once-young are often initially drawn to the perceived salaries these jobs offer, as well as the appeal of even higher salaries in the future - in reality, old degree workers often find themselves with stagnated salaries same or lower than fresh grads and risk of retrenchment 10-20 years later, faced with leading a  hand-to-mouth job  and a lifestyle that offers little room for career and income growth in the long term - the findings were presented at a symposium on ""in-work $T$"" at the national university of edmw",-1
16,128,791421,Post,['134443489'],https://forums.hardwarezone.com.sg/threads/new-conversion-programme-to-nurture-local-specialists-for-interior-fitting-services.6528822/,,,Forums,,"new conversion programme to nurture local specialists for interior fitting services  singapore - mid-career workers hoping to switch to furniture installation and manage interior fitting works can soon tap on a new career conversion programme. the professional conversion programme (pcp) for interior fit-out specialists will take in the first cohort by july and aims to place 70 trainees over the next two years. it will nurture a pipeline of local specialists to handle interior fitting services, such as the customising and installing of furniture on-site at commercial and residential projects. the training programme was introduced by workforce singapore (wsg) and the singapore furniture industries council (sfic) institute, a training solutions provider, at a virtual event on wednesday (june 02). it is expected to meet the growing demands of singapore's interior fit-out business segment, valued at about $3 billion a year. senior minister of state for foreign affairs and national development sim ann, who is the council's patron, said the furniture and furnishings industry has been affected by the covid-19 pandemic, with the fit-out sector facing labour constraints. ""by retraining and upskilling our local talent with specific skillsets in interior fit-out, enterprises can build a pipeline of specialists who can support their growth aspirations,"" she noted, adding that the move would make the profession more attractive for the younger generation. an interior fit-out specialist performs tasks like project management, on-site supervision, advising on design and materials selection, and interpreting designs and translating them into production. it is a step-up from the role of an installer, who assists in projects by ensuring an area is ready before an installation and fitting out cabinets and wardrobes. sfic president phua boon huat said the new generation of installers will require greater skills than before. ""with the evolving landscape, certain roles within our industry are changing quickly,"" he explained. he cited an example of how designers may now upgrade their skills to take on hybrid roles as designers-cum-installers. ""understanding how fabrication, assembly and installation work will make a designer become more adept and all-rounded at his or her job, and consequently improve productivity for the company,"" he added. mr phua said the pcp will help build a strong singapore core to ensure the continuity of businesses and renovation projects, particularly with the ongoing pandemic. during the nine-month programme, trainees will learn about construction technology, production processes, technical drawings, furniture installation, and advance construction methods in furniture making, among other things. they will also be equipped with soft skills in negotiation, project risk management, teamwork and handling client relationships. this will be done through classroom and workshop-based learning, as well as on-the-job training. wsg chief executive tan choon shian said technology has accelerated the transformation of the traditionally labour-intensive sector. ""this pcp allows the next generation of installers to take on higher value roles in using advanced technology, and skillsets in client and project management,"" he added. at the launch event, 10 local firms signed a memorandum of understanding with the sfic institute to take on new hires under the programme. mr michael soh, managing director of interior fittings manufacturer redwood interior, one of the participating firms, said that given singapore's manpower constraints, the programme will upskill workers and equip them with the know-how to operate advanced machinery, thereby increasing their productivity. among those keen on joining the pcp is mr joey tay, a former furniture designer turned workshop manager. he said the programme would help participants acquire in-demand skills ""required to enter this industry and carve out a fulfilling career"". new conversion programme to nurture local specialists for interior fitting services the professional conversion programme for interior fit-out specialists will take in the first cohort by july.. read more at straitstimes.com. www.straitstimes.com",2021/6/2 12:09,professional conversion programme,TRUE,FALSE, the $T$ (pcp) for interior fit-out specialists will take in the first cohort by july and aims to place 70 trainees over the next two years,0
17,128,791421,Post,['134443489'],https://forums.hardwarezone.com.sg/threads/new-conversion-programme-to-nurture-local-specialists-for-interior-fitting-services.6528822/,,,Forums,,"new conversion programme to nurture local specialists for interior fitting services  singapore - mid-career workers hoping to switch to furniture installation and manage interior fitting works can soon tap on a new career conversion programme. the professional conversion programme (pcp) for interior fit-out specialists will take in the first cohort by july and aims to place 70 trainees over the next two years. it will nurture a pipeline of local specialists to handle interior fitting services, such as the customising and installing of furniture on-site at commercial and residential projects. the training programme was introduced by workforce singapore (wsg) and the singapore furniture industries council (sfic) institute, a training solutions provider, at a virtual event on wednesday (june 02). it is expected to meet the growing demands of singapore's interior fit-out business segment, valued at about $3 billion a year. senior minister of state for foreign affairs and national development sim ann, who is the council's patron, said the furniture and furnishings industry has been affected by the covid-19 pandemic, with the fit-out sector facing labour constraints. ""by retraining and upskilling our local talent with specific skillsets in interior fit-out, enterprises can build a pipeline of specialists who can support their growth aspirations,"" she noted, adding that the move would make the profession more attractive for the younger generation. an interior fit-out specialist performs tasks like project management, on-site supervision, advising on design and materials selection, and interpreting designs and translating them into production. it is a step-up from the role of an installer, who assists in projects by ensuring an area is ready before an installation and fitting out cabinets and wardrobes. sfic president phua boon huat said the new generation of installers will require greater skills than before. ""with the evolving landscape, certain roles within our industry are changing quickly,"" he explained. he cited an example of how designers may now upgrade their skills to take on hybrid roles as designers-cum-installers. ""understanding how fabrication, assembly and installation work will make a designer become more adept and all-rounded at his or her job, and consequently improve productivity for the company,"" he added. mr phua said the pcp will help build a strong singapore core to ensure the continuity of businesses and renovation projects, particularly with the ongoing pandemic. during the nine-month programme, trainees will learn about construction technology, production processes, technical drawings, furniture installation, and advance construction methods in furniture making, among other things. they will also be equipped with soft skills in negotiation, project risk management, teamwork and handling client relationships. this will be done through classroom and workshop-based learning, as well as on-the-job training. wsg chief executive tan choon shian said technology has accelerated the transformation of the traditionally labour-intensive sector. ""this pcp allows the next generation of installers to take on higher value roles in using advanced technology, and skillsets in client and project management,"" he added. at the launch event, 10 local firms signed a memorandum of understanding with the sfic institute to take on new hires under the programme. mr michael soh, managing director of interior fittings manufacturer redwood interior, one of the participating firms, said that given singapore's manpower constraints, the programme will upskill workers and equip them with the know-how to operate advanced machinery, thereby increasing their productivity. among those keen on joining the pcp is mr joey tay, a former furniture designer turned workshop manager. he said the programme would help participants acquire in-demand skills ""required to enter this industry and carve out a fulfilling career"". new conversion programme to nurture local specialists for interior fitting services the professional conversion programme for interior fit-out specialists will take in the first cohort by july.. read more at straitstimes.com. www.straitstimes.com",2021/6/2 12:09,professional conversion programme,TRUE,FALSE, new conversion programme to nurture local specialists for interior fitting services the $T$ for interior fit-out specialists will take in the first cohort by july,0
21,173,461395,Post,['146727850'],https://forums.hardwarezone.com.sg/threads/halimahs-term-ending-soon-here-what-she-hoped-when-she-first-started.6883291/,,6883291,Forums,"Halimah's term ending soon, here what she hoped when she first started","https://www.gov.sg/article/presidents-address 1) securing singapore s position president halimah noted that the singapore armed forces and the home team have been building up their capabilities, including against unconventional threats like terrorism and cyber-attacks. there s also a need to maintain good relationships with other countries, particularly with the us and china. asean centrality and unity will be strengthened as we work with regional partners. 2) building a world-class city to keep singapore a well-connected city , changi airport terminal 5 and a new tuas port are in the works. the kuala lumpur-singapore high speed rail and the johor bahru-singapore rapid transit system link will draw singapore and malaysia closer. in reducing carbon emissions and working towards a car-lite city, president halimah notes that we are working towards a greener and better living environment. the cityscape will change in the coming decades, too   for instance, moving the city ports to tuas will double the size of the central business district. 3) developing a vibrant economy the economy is being renewed by investing in research and development, to optimise the use of technology and digitalisation. the start-up scene is being developed, including areas like fintech and bioscience. strengthening local companies will enable them to succeed both at home and abroad. in a bid to help singaporeans stay employable, skillsfuture will anchor the national culture of lifelong learning, while adapt and grow will match workers to jobs. 4) forging a caring society every child needs to be given a good start in life, so the quality of pre-schools will be raised, and more will be done for children at risk. inequality will be tackled by providing support in housing, education and employment, for those who need it. seniors will be supported by enhancing elderly-friendly infrastructure, increasing their employability, and by keeping healthcare affordable . the government will support young families, as well as enable people with disabilities to lead full and active lives. president halimah also highlighted the need to build a culture where the better-off devote time, talent and resources to help the less fortunate. 5) nurturing a singaporean identity zooming in on the singapore bicentennial in 2019 (marking 200 years after stamford raffles landed in singapore), president halimah says that it will be an occasion to trace our roots and draw inspiration for the journey ahead. we will reflect on the meaning of being singaporean, and the common values and beliefs that bind us together. summing things up, president halimah adds that the fourth generation leadership needs to work together with the new generation of singaporeans, as they  go through trials and tribulations together, and forge their own bonds afresh .",2023/3/17 12:57,skillsfuture,TRUE,FALSE," in a bid to help singaporeans stay employable, $T$ will anchor the national culture of lifelong learning, while adapt and grow will match workers to jobs",1
36,262,244175,Post,['133735052'],https://forums.hardwarezone.com.sg/threads/plumbing-course-using-skillsfuture-credits.6504834,,6504834,Forums,Plumbing Course using SkillsFuture Credits,anyone has any recommendations on any useful plumbing courses? i would like to learn to be able to resolve most of plumbing issues in my hdb house. thank you! edit: i going to learn plumbing maintenance using skillsfuture. let you guys know if good or not later,2021/4/29 1:24,skillsfuture,TRUE,FALSE, thank you! edit: i going to learn plumbing maintenance using $T$,1
84,561,434911,Post,['142718079'],https://forums.hardwarezone.com.sg/threads/skillsfuture-scam-over-14-years-jail-for-chief-money-launderer-recruiter.6779792/,,6779792,Forums,SkillsFuture scam: Over 14 years' jail for chief money launderer & recruiter,"a key player in what is believed to be the largest case of fraud against a government institution was jailed for 14 years and four months on friday (july 15). sim soon lee, 46, pleaded guilty to a slew of charges that include engaging in a criminal conspiracy to defraud statutory board skillsfuture singapore of close to $40 million and abetting money launderers to hide the sum. chief money mule jailed 14 years over $40 million skillsfuture scam sim soon lee received around $1 million in total commission and has not made any restitution.  read more at straitstimes.com. www.straitstimes.com",2022/7/15 20:48,skillsfuture,TRUE,FALSE," sim soon lee, 46, pleaded guilty to a slew of charges that include engaging in a criminal conspiracy to defraud statutory board $T$ singapore of close to $40 million and abetting money launderers to hide the sum",-1
216,1129,543089,Post,['130810326'],https://forums.hardwarezone.com.sg/threads/gpgt-skillsfuture-certification-kym.6409579/,,6409579,Forums,[GPGT] SKILLSFUTURE CERTIFICATION KYM?," please refer to your appeal through the moe portal on 24 october 2020, on the use of skillsfuture credit (sfc) for courses providing certification in amazon web services (aws). 2.      we have looked into your request, and identified the following courses for your consideration. you may use your sfc opening balance, and the sfc top-up of $500 that has been provided from 1  october 2020. you would receive certificate of attendance upon completion of the courses. please contact the training provider for more details and registration. ---links--- 3.               if the above courses do not suit your learning needs, you may visit myskillsfuture.sg to explore other available courses by following these steps: visit myskillsfuture portal ( www.myskillsfuture.sg); go to courses on the top right menu bar, and click  browse all courses ; key in  amazon web services certificate  in the search bar; contact the training provider directly for clarification or registration; and to submit a sfc claim, please visit https://go.gov.sg/ssg-sfc-claim (or scan the qr code below). click to expand... the question: is there a way for singaporeans to get certifications approved and funded by skillsfuture credits? their replied: you would receive certificate of attendance upon completion of the courses. please contact the training provider for more details and registration. is anyone hiring someone with an aws certificate of attendance? are our ministries so out of touch????",2020/11/12 21:11,skillsfuture,TRUE,FALSE," please refer to your appeal through the moe portal on 24 october 2020, on the use of $T$ credit (sfc) for courses providing certification in amazon web services (aws)",0
117,680,207217,Post,['145554793'],https://forums.hardwarezone.com.sg/threads/why-skillsfuture-credit-can-be-used-for-ntuc-learninghub-subscription-but-not-coursera-subscription.6855284/,,,Forums,,"can i use my skillsfuture credit for subscription plans not offered by ntuc learninghub, gnowbe and zillearn?  for this pilot phase, skillsfuture credit can only be used for subscription plans offered by ntuc learninghub, gnowbe and zillearn. ssg will monitor the outcomes from this pilot and explore other online learning platforms after taking in the lessons from this pilot. all sg based one canlt even preview the course",2022/12/30 12:25,skillsfuture,TRUE,FALSE,"can i use my $T$ credit for subscription plans not offered by ntuc learninghub, gnowbe and zillearn?  for this pilot phase, skillsfuture credit can only be used for subscription plans offered by ntuc learninghub, gnowbe and zillearn",0
12,60,338874,Post,['146228849'],https://forums.hardwarezone.com.sg/threads/government-to-get-policy-making-ideas-from-citizens-panel-on-improving-employment-resilience.6871644,,6871644,Forums,Government to get policy-making ideas from citizens’ panel on improving employment resilience,"government to get policy-making ideas from citizens  panel on improving employment resilience  government to get policymaking ideas from citizens  panel to improve employment resilience the key topics include how to encourage workers to take a more active role in managing their careers throughout their working lives. read more at straitstimes.com. www.straitstimes.com singapore - employment resilience is not just about landing a job quickly after being displaced, but also about finding better jobs and roles that are even more fulfilling than the previous one. manpower minister tan see leng said this at the start of a citizens  panel on employment resilience on saturday organised by the institute of policy studies (ips) and funded by the ngee ann kongsi. the panel will see about 66 participants comprising employees, employers, employment intermediaries and the unemployed meet over four sessions to offer recommendations on how to strengthen employment resilience. the key topics on the agenda include how to encourage workers to take a more active role in managing their careers throughout their working lives. and how to design an unemployment support scheme that strikes a balance between ensuring adequate income support and encouraging active job search. the proposals will be presented to the government during the final session on march 25. dr tan said he hopes that from the discussions, they could co-create policies together. drawing an analogy between health and employment resilience, he said one should not wait until he is at risk of unemployment before he starts thinking about career planning. just as one should prioritise preventive health and go for health check-ups. he cited how things could go south quickly, which was what happened when covid-19 hit singapore in 2020, with 42,000 unemployed residents from the onset of the pandemic. on the panel s importance, dr tan added:  therefore, it is important for us to come together, to glean ideas from all of you, to sharpen our measures too.  so that we can be a lot more precise, incisive, more surgical in some of the options that you have, for us to upskill, upgrade, consolidate and refresh our social compact.  dr carol soon, senior research fellow and head of the society and culture department at ips, said the panel is happening amid new disruptions. with changes brought on by the pandemic, technology and digitalisation and the rise of gig work. she said:  unexpected crises such as the pandemic and the ukraine war create unemployment shocks. take technology, while it has a positive impact, it can lead to workers being displaced.  also, with more people working from home, the flip side is that the same job can be performed by anyone from any part of the world.  dr tan said externally, workers are at risk of displacement due to technology, supply chain changes and other disruptions. domestically, singaporeans are living longer and receiving better education. they have longer career runways, and there will be opportunities for multiple career options. but he added careers require hard work and consistent efforts to upkeep. he said:  just like physical health, we do fall sick from time to time. so, when we do face setbacks in our careers, how do we recover... how do we bounce back better?  the citizens  panel concept is one of the ways public agencies are engaging singaporeans to deliberate on difficult and sensitive topics. early last year, ips had conducted a panel on youth mental well-being. panel participants on saturday included full- and part-time employees, gig workers and career counsellors. most of the employees are aged 21 to 50 years old. one of them, career counsellor jeremiah wong, 38, said most singaporeans would think of a person s career as finding a job or writing resumes. but it s more than that, he said. said mr wong:  a career is a lifetime of work, play, occupation, training, education and job search, including leisure.  ntuc secretary general ng chee meng also spoke at the opening day of the citizens  panel. singapore university of social sciences  associate professor of economics, walter theseira, at the panel s expert speakers  discussion, said unemployment support, such as unemployment insurance, would thus be useful for the protection of workers who lose their jobs. however, he added, the worry is that good protection for the unemployed can increase unemployment rates as some people may not be motivated to find work quickly while employers can abuse the system. he said:  for the employer, when you have a well-functioning unemployment insurance system, it actually becomes more socially acceptable and cheaper to retrench workers because they are not responsible for the workers after termination.  these costs have to be weighed against the benefits of social protection as well as helping workers find more productive job matches. the citizens  panel will have to debate what they feel is the right set of trade-offs. ",2023/2/11 21:06,unemployment insurance,TRUE,FALSE," he said:  for the employer, when you have a well-functioning $T$ system, it actually becomes more socially acceptable and cheaper to retrench workers because they are not responsible for the workers after termination",1
66,473,678323,Post,['136590891'],https://forums.hardwarezone.com.sg/threads/time-to-consider-a-wealth-tax-for-singapore.6598384/,,6598384,Forums,Time to consider a wealth tax for Singapore,"time to consider a wealth tax for singapore  fiscal sustainability and fairness are some reasons for revisiting the tax mix. different forms of wealth taxes taxing immovable objects is a more stable revenue mobiliser and more administratively straightforward than a general wealth tax, which involves trying to value all assets (physical, financial, intangible). this is where a property tax - which is a narrower form of wealth tax - becomes attractive. although singapore already imposes various stamp duties and property taxes, there may be scope for the introduction of a capital gains tax on real estate (which is strictly speaking a form of income rather than wealth tax) and/or making taxes on this asset class much more progressive across the board, with additional surcharges on ""luxury properties"" (defined based on a threshold assessed value). another specific form of wealth tax that is actively under discussion in various countries is the inheritance tax - or its closely related cousin, the estate tax - as a feasible alternative. unlike a general wealth tax, inheritance and estate taxes continue to be imposed in 24 of 38 oecd countries. in fact, singapore levied an estate duty in the past but repealed it in 2008 in a quest to help develop its nascent wealth management industry and possibly in response to hong kong having done the same in 2006. circumstances may have changed since then. singapore is now well established as a wealth hub and its many attributes beyond tax breaks have become quite well-known and appreciated. added to this is the fact that there seems to be a shift away from unbridled tax competition with economies in the region and elsewhere looking to rein in casino capitalism and unmitigated wealth polarisation. time to consider a wealth tax for singapore fiscal sustainability and fairness are some reasons for revisiting the tax mix.  read more at straitstimes.com. www.straitstimes.com",2021/9/14 8:25,wealth tax,TRUE,FALSE," although singapore already imposes various stamp duties and property taxes, there may be scope for the introduction of a capital gains tax on real estate (which is strictly speaking a form of income rather than $T$) and/or making taxes on this asset class much more progressive across the board, with additional surcharges on ""luxury properties"" (defined based on a threshold assessed value)",0
68,473,678323,Post,['136590891'],https://forums.hardwarezone.com.sg/threads/time-to-consider-a-wealth-tax-for-singapore.6598384/,,6598384,Forums,Time to consider a wealth tax for Singapore,"time to consider a wealth tax for singapore  fiscal sustainability and fairness are some reasons for revisiting the tax mix. different forms of wealth taxes taxing immovable objects is a more stable revenue mobiliser and more administratively straightforward than a general wealth tax, which involves trying to value all assets (physical, financial, intangible). this is where a property tax - which is a narrower form of wealth tax - becomes attractive. although singapore already imposes various stamp duties and property taxes, there may be scope for the introduction of a capital gains tax on real estate (which is strictly speaking a form of income rather than wealth tax) and/or making taxes on this asset class much more progressive across the board, with additional surcharges on ""luxury properties"" (defined based on a threshold assessed value). another specific form of wealth tax that is actively under discussion in various countries is the inheritance tax - or its closely related cousin, the estate tax - as a feasible alternative. unlike a general wealth tax, inheritance and estate taxes continue to be imposed in 24 of 38 oecd countries. in fact, singapore levied an estate duty in the past but repealed it in 2008 in a quest to help develop its nascent wealth management industry and possibly in response to hong kong having done the same in 2006. circumstances may have changed since then. singapore is now well established as a wealth hub and its many attributes beyond tax breaks have become quite well-known and appreciated. added to this is the fact that there seems to be a shift away from unbridled tax competition with economies in the region and elsewhere looking to rein in casino capitalism and unmitigated wealth polarisation. time to consider a wealth tax for singapore fiscal sustainability and fairness are some reasons for revisiting the tax mix.  read more at straitstimes.com. www.straitstimes.com",2021/9/14 8:25,wealth tax,TRUE,FALSE," unlike a general $T$, inheritance and estate taxes continue to be imposed in 24 of 38 oecd countries",0
28,224,501260,Post,['139774203'],https://forums.hardwarezone.com.sg/threads/budget-2022-wealth-taxes-likely-to-address-inequality-property-taxes-easiest-to-implement.6695682/,,,Forums,,"singapore - additional means to tax wealth could be introduced at budget 2022, which would help to boost government coffers and reduce wealth inequalities. a property-related tax would be easiest to implement and enforce, experts said, noting that any form of wealth tax, if implemented, should not result in excessive compliance costs for taxpayers. second minister for finance indranee rajah told parliament last november that the question is not whether singapore wants to tax wealth, but how it can be done effectively so that such taxes cannot be easily avoided. she was responding to a motion filed by workers' party mp jamus lim (sengkang grc), in which he proposed imposing a wealth tax of 0.5 per cent to 2 per cent on the wealthiest residents here. such a tax could help diversify singapore's revenue sources and reduce income and wealth inequality, he said. dbs bank senior economist irvin seah wrote in a research note that while some form of a wealth tax increase, such as the reintroduction of estate duties, is likely, the shape and form remains uncertain, especially given the recent round of property cooling measures last december. ""importantly, any decision in this regard would have to consider the risks of wealthy individuals redirecting their assets abroad,"" he noted. mr david sandison, head of tax at grant thornton singapore, said that real estate-based taxes are the ""lowest hanging fruit"", as they are easy to collect and legislate. grant thornton has proposed several real estate taxes, including raising the property tax further for unoccupied residential property owned by non-residents and a capital gains tax on transactions in residential property with an exclusion for a principal private residence. ms shantini ramachandra, southeast asia tax leader for deloitte private, said that wealth taxes could take the form of a recalibration of property tax rates or buyer's stamp duty rates for higher-value residential properties. like mr sandison, she also said another option could be a capital gains tax on the sale of luxury residential properties. ""the introduction of a new wealth tax that is solely targeted at the private assets of the wealthy, or the introduction of inheritance or gift taxes, would be counter-intuitive to the efforts that the singapore government has put in place to develop singapore into a premier hub for wealth management and to attract foreign investors to invest, work and live in singapore,"" she said.",2022/2/12 11:58,wealth tax,TRUE,FALSE," a property-related tax would be easiest to implement and enforce, experts said, noting that any form of $T$, if implemented, should not result in excessive compliance costs for taxpayers",0
81,555,560301,Post,['138033258'],https://forums.hardwarezone.com.sg/threads/singapore-wealth-tax-not-so-easy-prime-minister-lee-says.6643183/,,6643183,Forums,"Singapore wealth tax ‘not so easy,’ Prime Minister Lee says","singapore wealth tax  not so easy,  prime minister lee says singapore s prime minister said efforts to ease inequalities through wealth taxes face challenges including ensuring fairness and risks to the city-state s competitiveness. sg.finance.yahoo.com lol. inequality still not a priority, same with fertility.",2021/11/18 12:22,wealth tax,TRUE,FALSE,"singapore $T$  not so easy,  prime minister lee says singapore s prime minister said efforts to ease inequalities through wealth taxes face challenges including ensuring fairness and risks to the city-state s competitiveness",-1
